Date,Asset,Signal,Expected_Return_Pct,Expected_Return,Confidence,Reasoning,Self_Consistency_Spread,Mean_Stated_Confidence
2025-02-28,GOLD,BULLISH,3.0,0.03,0.5,"Tariff uncertainty supports gold gains, but analogs suggest only a modest rise versus the model’s strong upside.",0.0,0.5
2025-02-28,OIL,BULLISH,4.67,0.0466666666666666,0.2786453311830133,"Tariff pressure typically dampens oil, and analogs show slight drops, tempering the model’s bullish signal.",0.0094280904158206,0.41
2025-03-31,EURUSD,BEARISH,-2.5,-0.025,0.4199999999999999,"Model predicts a modest USD rise, but a high auto tariff pressures the dollar, supporting a slight EURUSD decline.",3.469446951953614e-18,0.42
2025-03-31,GBPUSD,BEARISH,-3.07,-0.0306666666666666,0.3883592366804546,"Both model and policy shock suggest GBP weakening against USD, reinforcing a modest GBPUSD drop.",0.000942809041582,0.4066666666666667
2025-03-31,GOLD,BULLISH,5.93,0.0593333333333333,0.4074588712712967,Tariff‑induced risk aversion and model upside both point to a stronger gold price.,0.000942809041582,0.4266666666666667
2025-03-31,OIL,NEUTRAL,1.33,0.0133333333333333,0.2000176679824017,"Higher tariffs likely curb demand, outweighing the model's slight bullish signal for oil.",0.0169967317119759,0.3699999999999999
2025-04-30,EURUSD,BULLISH,2.7,0.027,0.4265079969773677,"Severe US‑China tariffs tend to weaken the dollar, supporting the model's modest upside forecast.",0.001414213562373,0.4566666666666666
2025-04-30,GBPUSD,NEUTRAL,-1.97,-0.0196666666666666,0.2309987258699583,"Tariff escalation pressures the USD more than the pound, likely offsetting the model's bearish signal.",0.0175182444579612,0.4333333333333333
2025-04-30,GOLD,BULLISH,5.67,0.0566666666666666,0.4800628231914995,"Higher tariffs boost safe‑haven demand, aligning with the model's strong positive outlook for gold.",0.0012472191289246,0.51
2025-04-30,OIL,NEUTRAL,-2.0,-0.02,0.45,"Escalating trade tensions dampen global demand, contradicting the model's large upside and suggesting a modest decline.",0.0,0.45
2025-05-30,EURUSD,NEUTRAL,1.03,0.0103333333333333,0.3567588911594889,"Model predicts a small dip and the tariff‑removal shock should strengthen the dollar, outweighing analogs that showed modest gains.",0.0143836326735942,0.6133333333333333
2025-05-30,GBPUSD,NEUTRAL,0.8,0.008,0.3308649053896634,"Despite analogs showing GBP rise, the high‑severity tariff ruling favors the dollar, supporting a modest GBPUSD decline.",0.0162685791225499,0.6
2025-05-30,GOLD,BULLISH,4.23,0.0423333333333333,0.5924634955316159,Gold benefits from lower dollar pressure and historic analogs both showed gold gains after similar policy shocks.,0.0020548046676563,0.6533333333333333
2025-05-30,OIL,BEARISH,-5.27,-0.0526666666666666,0.3388840492779941,"Tariff removal reduces geopolitical risk premium on oil and analogs consistently showed oil declines, reinforcing a strong negative outlook.",0.0193448241713958,0.6666666666666666
2025-06-30,EURUSD,NEUTRAL,-1.73,-0.0173333333333333,0.4177426464451568,"Model predicts a small decline and most analogs (except two recent outliers) show modest EURUSD drops after policy holds, supporting a modest down view.",0.0032998316455372,0.4866666666666666
2025-06-30,GBPUSD,NEUTRAL,-1.63,-0.0163333333333333,0.3900329102127837,Both the low‑confidence model and the majority of similar episodes indicate a slight GBPUSD weakness following a rate‑hold decision.,0.0047842333648024,0.4833333333333333
2025-06-30,GOLD,BULLISH,2.67,0.0266666666666666,0.4659616480742366,Gold’s modest model upside and analogs that often rise (or stay flat) after policy shocks suggest a small positive return.,0.0061824123303304,0.61
2025-06-30,OIL,BULLISH,9.17,0.0916666666666666,0.1519945604660404,"Despite mixed analog outcomes, the strong model bullish signal for oil after a hold decision leads to a cautiously optimistic return estimate.",0.0396512575112343,0.4533333333333333
2025-07-31,EURUSD,NEUTRAL,0.88,0.0088,0.6003639888780649,"Analog episodes show modest EURUSD gains (~0.9%) after policy shocks, outweighing the near‑zero model forecast",0.0004320493798938,0.6133333333333333
2025-07-31,GBPUSD,NEUTRAL,0.29,0.0028666666666666,0.5604737775710276,"Historical analogs average a small positive move (~0.2%) despite mixed signs, supporting a modest uplift over the model's tiny signal",0.0003399346342395,0.57
2025-07-31,GOLD,NEUTRAL,1.95,0.0195333333333333,0.6560386876645014,Analog outcomes and a modest 0.12 model confidence both point to a modest gold rally (~2.1%) after the Fed decision,0.001543444920372,0.7066666666666667
2025-07-31,OIL,BEARISH,-2.33,-0.0233333333333333,0.4651782209210696,"Analog episodes trend negative for oil after similar policy shocks, countering the model's bullish forecast",0.0023570226039551,0.5199999999999999
2025-08-29,EURUSD,NEUTRAL,2.0,0.02,0.4555909437723595,"Historical analogs after similar tariffs show EURUSD gaining ~2‑4%, outweighing the model's slight negative forecast.",0.0070710678118654,0.6166666666666667
2025-08-29,GBPUSD,NEUTRAL,1.07,0.0106666666666666,0.5330745799517284,"Analog episodes consistently show modest GBPUSD upside (0.7‑2.0%) following tariff shocks, contrary to the model's near‑zero forecast.",0.0018856180831641,0.5833333333333334
2025-08-29,GOLD,BULLISH,3.17,0.0316666666666666,0.4184005054475074,"Both the model (moderate confidence) and analogs predict gold appreciation after tariff news, with analogs averaging ~4‑6% gain.",0.0102740233382816,0.6333333333333334
2025-08-29,OIL,BEARISH,-3.83,-0.0383333333333333,0.2664868091860073,"Analogous tariff events have led to sizable oil declines (‑3% to ‑13%), overriding the model's weak positive signal.",0.0295334085777822,0.66
2025-09-30,EURUSD,NEUTRAL,0.67,0.0066666666666666,0.4427770824636464,"Analog episodes show modest EURUSD appreciation after rate cuts, outweighing the model's slight negative forecast.",0.00664997911442,0.59
2025-09-30,GBPUSD,BULLISH,2.93,0.0293333333333333,0.2725896505578999,"Historical cuts consistently lifted GBPUSD, supporting a stronger upside than the model's near‑zero prediction.",0.0267124606795322,0.6366666666666667
2025-09-30,GOLD,BULLISH,4.67,0.0466666666666666,0.2489948186116579,"Gold rallied in all similar policy shocks, reinforcing the model's bullish view and suggesting a higher monthly gain.",0.0281937739383873,0.6000000000000001
2025-09-30,OIL,NEUTRAL,-1.1,-0.011,0.2235371525735911,"Past rate‑cut episodes saw oil prices dip, contradicting the model's modest rise, so a negative outlook is adopted with moderate confidence.",0.0286123516451665,0.5433333333333333
2025-10-31,EURUSD,NEUTRAL,0.75,0.0074666666666666,0.4561315358859729,"Fed rate cut typically weakens the dollar, supporting the modest upside forecast.",0.0007542472332656,0.4733333333333333
2025-10-31,GBPUSD,NEUTRAL,1.96,0.0196,0.4667969873911312,"A rate cut favours GBP against USD, aligning with the model's positive outlook.",0.0005656854249492,0.48
2025-10-31,GOLD,BULLISH,5.91,0.0591333333333333,0.4962548832603072,"Lower rates boost inflation expectations and safe‑haven demand, reinforcing the strong gold upside.",0.0012256517540566,0.5266666666666667
2025-10-31,OIL,BULLISH,3.38,0.0337666666666666,0.4292333007535499,"Rate cuts tend to support economic growth and risk appetite, backing a modest rise in oil.",0.0017441967269268,0.4666666666666667
2025-11-28,EURUSD,NEUTRAL,-0.67,-0.0066666666666666,0.5857221274524889,Analog episodes and Fed cut suggest a modest USD weakening despite near‑zero model forecast.,0.000942809041582,0.6133333333333333
2025-11-28,GBPUSD,NEUTRAL,-0.8,-0.008,0.5697150616559,"Historical cuts show GBPUSD slipping; model adds no signal, so a small negative return is likely.",0.001414213562373,0.61
2025-11-28,GOLD,BULLISH,5.43,0.0543333333333333,0.6659397524292442,"Analogs and rate cuts both favor gold, reinforcing the model's positive outlook.",0.0026246692913372,0.7533333333333333
2025-11-28,OIL,BULLISH,2.5,0.0249999999999999,0.2698760365856125,"While analogs tilt slightly negative, the strong model forecast and rate‑cut stimulus suggest a modest oil gain.",0.0177951304200521,0.5099999999999999
2025-12-31,EURUSD,NEUTRAL,-1.27,-0.0127,0.3693786170875081,"Both the model and similar policy‑shock episodes point to a modest EURUSD decline, with analogs slightly tempering the sharper model forecast.",0.001838477631085,0.4033333333333333
2025-12-31,GBPUSD,NEUTRAL,-1.87,-0.0186666666666666,0.4416903662457178,The model’s bearish view and consistent down moves in past rate‑cut analogs reinforce a moderate GBPUSD drop.,0.0018856180831641,0.4833333333333334
2025-12-31,GOLD,BULLISH,4.17,0.0416666666666666,0.2546238514066866,"Historical cuts have lifted gold modestly and the model’s strong upside is partially supported, yielding a cautious positive outlook.",0.0061824123303304,0.3333333333333333
2025-12-31,OIL,BULLISH,5.65,0.0564666666666666,0.097641434589789,"The model predicts a large oil rally, but past cut‑related episodes show mixed oil reactions, so confidence remains low.",0.0387182414660353,0.2866666666666667
2026-01-30,EURUSD,BEARISH,-2.68,-0.0268333333333333,0.2783990319211312,"Weak analogs and a Fed hold suggest modest USD strength, supporting the model's slight downside forecast.",0.0013123346456686,0.2966666666666666
2026-01-30,GBPUSD,BEARISH,-3.31,-0.0331,0.332504110370925,"With limited historical guidance, the Fed hold and modest model signal point to a small GBP weakness versus USD.",0.0022553639765383,0.3699999999999999
2026-01-30,GOLD,BULLISH,5.45,0.0544666666666666,0.2929808572817457,"Despite zero model confidence, a steady‑rate environment often lifts safe‑haven demand, aligning with a modest gold upside.",0.0032097074979228,0.34
2026-01-30,OIL,NEUTRAL,0.89,0.0089,0.2240503285904589,"Low confidence and weak analogs leave oil near‑flat, with the Fed hold offering little directional bias.",0.0008286535263104,0.2333333333333333
2026-02-27,EURUSD,NEUTRAL,-1.87,-0.0186666666666666,0.3819926918168405,"Weak analogs and a high tariff shock suggest further USD strength, supporting the model's modest downside forecast.",0.000942809041582,0.3999999999999999
2026-02-27,GBPUSD,NEUTRAL,-1.73,-0.0173333333333333,0.4135850404435028,"Similar tariff pressure likely depresses the pound against the dollar, aligning with the model's slight negative outlook.",0.000471404520791,0.4233333333333333
2026-02-27,GOLD,BULLISH,5.53,0.0553333333333333,0.3365411854908887,"A high tariff environment typically raises safe‑haven demand, reinforcing the model's positive gold forecast despite zero confidence.",0.0037712361663282,0.3999999999999999
2026-02-27,OIL,BULLISH,3.27,0.0326666666666666,0.1223203074735982,"Tariffs can spur commodity price pressure, supporting the model's upward oil bias even though analogs are uninformative.",0.0443120249543569,0.3933333333333333
2026-03-31,EURUSD,NEUTRAL,1.9,0.019,0.3,Model predicts a modest rise and weak analogs give no clear contrary signal after a Fed hold.,0.0,0.3
2026-03-31,GBPUSD,NEUTRAL,1.8,0.018,0.3,Model suggests a small upside and the low‑similarity episodes do not dispute this after the rate decision.,0.0,0.3
2026-03-31,GOLD,NEUTRAL,-0.07,-0.0006666666666666,0.1953945072961431,"Model is neutral with zero confidence and weak analogs show mixed moves, so a slight downside is plausible.",0.000471404520791,0.2
2026-03-31,OIL,BULLISH,11.9,0.119,0.1036744756396968,Model forecasts a strong gain and the irrelevant analogs do not overturn this view despite the Fed hold.,0.0314430702487315,0.2666666666666666
2026-04-30,EURUSD,NEUTRAL,-0.29,-0.0029,0.2956481766717816,Weak analogs and low model confidence lead to a modest down view despite a neutral Fed hold.,0.0002943920288775,0.3
2026-04-30,GBPUSD,NEUTRAL,-0.37,-0.0036666666666666,0.2930917609442146,"Similar to EURUSD, the neutral policy and low-confidence forecast suggest a slight decline.",0.000471404520791,0.3
2026-04-30,GOLD,BULLISH,4.08,0.0408,0.1253363036990638,"With no model confidence and mixed analog outcomes, we keep a modest upside expectation.",0.0119141372606944,0.2
2026-04-30,OIL,BULLISH,10.45,0.1045333333333333,0.0731323291227878,"Despite zero model confidence, recent analogs show volatility; a tempered bullish stance is reasonable after a Fed hold.",0.0346953727302199,0.2
2026-05-29,EURUSD,NEUTRAL,0.63,0.0063333333333333,0.4894758197246662,"Analog episodes show modest EURUSD gains after policy holds, outweighing the model's slight downside.",0.0012472191289246,0.52
2026-05-29,GBPUSD,NEUTRAL,0.57,0.0056666666666666,0.4359523965384262,"Historical analogs suggest a small GBPUSD rise, tempering the model's modest decline.",0.0030912061651652,0.5033333333333333
2026-05-29,GOLD,BULLISH,5.1,0.051,0.4931985853985193,"Both analogs and the model point to a bullish GOLD move, though model confidence is nil.",0.0008164965809277,0.5133333333333333
2026-05-29,OIL,NEUTRAL,-0.03,-0.0003333333333333,0.3022772936385796,"Analogs indicate oil weakness after policy holds, nearly canceling the model's upside forecast.",0.0020548046676563,0.3333333333333333
2026-06-29,EURUSD,NEUTRAL,1.51,0.0151333333333333,0.2250670573461808,"With a neutral Fed hold and weak analog support, the modest upside from the model is trimmed slightly.",0.0022156012477178,0.25
2026-06-29,GBPUSD,NEUTRAL,1.26,0.0126,0.228953688277381,"A Fed hold suggests limited FX movement, so the model's small upside is slightly reduced.",0.001838477631085,0.25
2026-06-29,GOLD,BULLISH,5.16,0.0516,0.118193088665505,"Gold often benefits from rate‑hold uncertainty, supporting a modest gain despite the model's zero confidence.",0.0082024386617639,0.1666666666666666
2026-06-29,OIL,BEARISH,-22.49,-0.2248666666666666,0.0457004589898608,Oil's recent price weakness and lack of strong analogs justify a moderated downside from the model's sharp forecast.,0.0529387276848328,0.1666666666666666
