Date,Asset,Signal,Expected_Return_Pct,Expected_Return,Confidence,Reasoning,Self_Consistency_Spread,Mean_Stated_Confidence
2025-06-30,GBPUSD,NEUTRAL,-1.63,-0.016333333333333335,0.3900329102127837,Both the low‑confidence model and the majority of similar episodes indicate a slight GBPUSD weakness following a rate‑hold decision.,0.004784233364802441,0.48333333333333334
2025-06-30,GOLD,BULLISH,2.67,0.02666666666666667,0.4659616480742366,Gold’s modest model upside and analogs that often rise (or stay flat) after policy shocks suggest a small positive return.,0.00618241233033047,0.61
2025-06-30,OIL,BULLISH,9.17,0.09166666666666667,0.15199456046604046,"Despite mixed analog outcomes, the strong model bullish signal for oil after a hold decision leads to a cautiously optimistic return estimate.",0.03965125751123439,0.4533333333333333
2025-07-31,EURUSD,NEUTRAL,0.88,0.0088,0.6003639888780649,"Analog episodes show modest EURUSD gains (~0.9%) after policy shocks, outweighing the near‑zero model forecast",0.0004320493798938569,0.6133333333333333
2025-07-31,GBPUSD,NEUTRAL,0.29,0.0028666666666666667,0.5604737775710276,"Historical analogs average a small positive move (~0.2%) despite mixed signs, supporting a modest uplift over the model's tiny signal",0.00033993463423951915,0.57
2025-07-31,GOLD,NEUTRAL,1.95,0.019533333333333333,0.6560386876645014,Analog outcomes and a modest 0.12 model confidence both point to a modest gold rally (~2.1%) after the Fed decision,0.001543444920372031,0.7066666666666667
2025-07-31,OIL,BEARISH,-2.33,-0.023333333333333334,0.4651782209210696,"Analog episodes trend negative for oil after similar policy shocks, countering the model's bullish forecast",0.0023570226039551587,0.5199999999999999
2025-08-29,EURUSD,NEUTRAL,2.0,0.02,0.4555909437723595,"Historical analogs after similar tariffs show EURUSD gaining ~2‑4%, outweighing the model's slight negative forecast.",0.007071067811865475,0.6166666666666667
2025-08-29,GBPUSD,NEUTRAL,1.07,0.010666666666666666,0.5330745799517284,"Analog episodes consistently show modest GBPUSD upside (0.7‑2.0%) following tariff shocks, contrary to the model's near‑zero forecast.",0.0018856180831641268,0.5833333333333334
2025-08-29,GOLD,BULLISH,3.17,0.03166666666666667,0.4184005054475074,"Both the model (moderate confidence) and analogs predict gold appreciation after tariff news, with analogs averaging ~4‑6% gain.",0.010274023338281627,0.6333333333333334
2025-08-29,OIL,BEARISH,-3.83,-0.03833333333333334,0.26648680918600737,"Analogous tariff events have led to sizable oil declines (‑3% to ‑13%), overriding the model's weak positive signal.",0.02953340857778225,0.66
2025-09-30,EURUSD,NEUTRAL,0.67,0.006666666666666667,0.4427770824636464,"Analog episodes show modest EURUSD appreciation after rate cuts, outweighing the model's slight negative forecast.",0.006649979114420001,0.59
2025-09-30,GBPUSD,BULLISH,2.93,0.029333333333333336,0.27258965055789997,"Historical cuts consistently lifted GBPUSD, supporting a stronger upside than the model's near‑zero prediction.",0.026712460679532233,0.6366666666666667
2025-09-30,GOLD,BULLISH,4.67,0.04666666666666666,0.24899481861165795,"Gold rallied in all similar policy shocks, reinforcing the model's bullish view and suggesting a higher monthly gain.",0.02819377393838734,0.6000000000000001
2025-09-30,OIL,NEUTRAL,-1.1,-0.011000000000000001,0.22353715257359114,"Past rate‑cut episodes saw oil prices dip, contradicting the model's modest rise, so a negative outlook is adopted with moderate confidence.",0.02861235164516658,0.5433333333333333
2025-10-31,EURUSD,NEUTRAL,0.75,0.007466666666666667,0.45613153588597294,"Fed rate cut typically weakens the dollar, supporting the modest upside forecast.",0.0007542472332656506,0.47333333333333333
2025-10-31,GBPUSD,NEUTRAL,1.96,0.019600000000000003,0.46679698739113124,"A rate cut favours GBP against USD, aligning with the model's positive outlook.",0.0005656854249492379,0.48
2025-10-31,GOLD,BULLISH,5.91,0.059133333333333336,0.49625488326030726,"Lower rates boost inflation expectations and safe‑haven demand, reinforcing the strong gold upside.",0.0012256517540566816,0.5266666666666667
2025-10-31,OIL,BULLISH,3.38,0.03376666666666667,0.4292333007535499,"Rate cuts tend to support economic growth and risk appetite, backing a modest rise in oil.",0.0017441967269268182,0.46666666666666673
2025-11-28,EURUSD,NEUTRAL,-0.67,-0.006666666666666667,0.5857221274524889,Analog episodes and Fed cut suggest a modest USD weakening despite near‑zero model forecast.,0.0009428090415820634,0.6133333333333333
2025-11-28,GBPUSD,NEUTRAL,-0.8,-0.008,0.5697150616559,"Historical cuts show GBPUSD slipping; model adds no signal, so a small negative return is likely.",0.001414213562373095,0.61
2025-11-28,GOLD,BULLISH,5.43,0.05433333333333334,0.6659397524292442,"Analogs and rate cuts both favor gold, reinforcing the model's positive outlook.",0.002624669291337273,0.7533333333333333
2025-11-28,OIL,BULLISH,2.5,0.024999999999999998,0.2698760365856125,"While analogs tilt slightly negative, the strong model forecast and rate‑cut stimulus suggest a modest oil gain.",0.017795130420052187,0.5099999999999999
2025-12-31,EURUSD,NEUTRAL,-1.27,-0.012700000000000001,0.36937861708750813,"Both the model and similar policy‑shock episodes point to a modest EURUSD decline, with analogs slightly tempering the sharper model forecast.",0.001838477631085024,0.4033333333333333
2025-12-31,GBPUSD,NEUTRAL,-1.87,-0.018666666666666668,0.4416903662457178,The model’s bearish view and consistent down moves in past rate‑cut analogs reinforce a moderate GBPUSD drop.,0.0018856180831641268,0.4833333333333334
2025-12-31,GOLD,BULLISH,4.17,0.041666666666666664,0.25462385140668664,"Historical cuts have lifted gold modestly and the model’s strong upside is partially supported, yielding a cautious positive outlook.",0.006182412330330469,0.3333333333333333
2025-12-31,OIL,BULLISH,5.65,0.056466666666666665,0.09764143458978904,"The model predicts a large oil rally, but past cut‑related episodes show mixed oil reactions, so confidence remains low.",0.03871824146603539,0.2866666666666667
2026-01-30,EURUSD,BEARISH,-2.68,-0.026833333333333334,0.2783990319211312,"Weak analogs and a Fed hold suggest modest USD strength, supporting the model's slight downside forecast.",0.0013123346456686347,0.29666666666666663
2026-01-30,GBPUSD,BEARISH,-3.31,-0.0331,0.332504110370925,"With limited historical guidance, the Fed hold and modest model signal point to a small GBP weakness versus USD.",0.002255363976538303,0.36999999999999994
2026-01-30,GOLD,BULLISH,5.45,0.05446666666666667,0.2929808572817457,"Despite zero model confidence, a steady‑rate environment often lifts safe‑haven demand, aligning with a modest gold upside.",0.0032097074979228583,0.34
2026-01-30,OIL,NEUTRAL,0.89,0.0089,0.2240503285904589,"Low confidence and weak analogs leave oil near‑flat, with the Fed hold offering little directional bias.",0.0008286535263104036,0.2333333333333333
2026-02-27,EURUSD,NEUTRAL,-1.87,-0.018666666666666665,0.38199269181684053,"Weak analogs and a high tariff shock suggest further USD strength, supporting the model's modest downside forecast.",0.0009428090415820641,0.39999999999999997
2026-02-27,GBPUSD,NEUTRAL,-1.73,-0.017333333333333336,0.41358504044350286,"Similar tariff pressure likely depresses the pound against the dollar, aligning with the model's slight negative outlook.",0.00047140452079103045,0.42333333333333334
2026-02-27,GOLD,BULLISH,5.53,0.05533333333333334,0.33654118549088874,"A high tariff environment typically raises safe‑haven demand, reinforcing the model's positive gold forecast despite zero confidence.",0.0037712361663282535,0.39999999999999997
2026-02-27,OIL,BULLISH,3.27,0.03266666666666667,0.12232030747359822,"Tariffs can spur commodity price pressure, supporting the model's upward oil bias even though analogs are uninformative.",0.04431202495435698,0.39333333333333337
2026-03-31,EURUSD,NEUTRAL,1.9,0.019,0.3,Model predicts a modest rise and weak analogs give no clear contrary signal after a Fed hold.,0.0,0.3
2026-03-31,GBPUSD,NEUTRAL,1.8,0.018,0.3,Model suggests a small upside and the low‑similarity episodes do not dispute this after the rate decision.,0.0,0.3
2026-03-31,GOLD,NEUTRAL,-0.07,-0.0006666666666666666,0.19539450729614313,"Model is neutral with zero confidence and weak analogs show mixed moves, so a slight downside is plausible.",0.0004714045207910317,0.20000000000000004
2026-03-31,OIL,BULLISH,11.9,0.119,0.10367447563969688,Model forecasts a strong gain and the irrelevant analogs do not overturn this view despite the Fed hold.,0.03144307024873154,0.26666666666666666
2026-04-30,EURUSD,NEUTRAL,-0.29,-0.0029000000000000002,0.2956481766717816,Weak analogs and low model confidence lead to a modest down view despite a neutral Fed hold.,0.0002943920288775949,0.3
2026-04-30,GBPUSD,NEUTRAL,-0.37,-0.0036666666666666666,0.29309176094421463,"Similar to EURUSD, the neutral policy and low-confidence forecast suggest a slight decline.",0.0004714045207910317,0.3
2026-04-30,GOLD,BULLISH,4.08,0.0408,0.1253363036990638,"With no model confidence and mixed analog outcomes, we keep a modest upside expectation.",0.0119141372606944,0.20000000000000004
2026-04-30,OIL,BULLISH,10.45,0.10453333333333333,0.07313232912278789,"Despite zero model confidence, recent analogs show volatility; a tempered bullish stance is reasonable after a Fed hold.",0.03469537273021992,0.20000000000000004
2026-05-29,EURUSD,NEUTRAL,0.63,0.006333333333333333,0.4894758197246662,"Analog episodes show modest EURUSD gains after policy holds, outweighing the model's slight downside.",0.0012472191289246471,0.52
2026-05-29,GBPUSD,NEUTRAL,0.57,0.005666666666666667,0.43595239653842627,"Historical analogs suggest a small GBPUSD rise, tempering the model's modest decline.",0.0030912061651652348,0.5033333333333333
2026-05-29,GOLD,BULLISH,5.1,0.051,0.4931985853985193,"Both analogs and the model point to a bullish GOLD move, though model confidence is nil.",0.0008164965809277239,0.5133333333333333
2026-05-29,OIL,NEUTRAL,-0.03,-0.0003333333333333333,0.3022772936385796,"Analogs indicate oil weakness after policy holds, nearly canceling the model's upside forecast.",0.0020548046676563255,0.3333333333333333
2026-06-29,EURUSD,NEUTRAL,1.51,0.015133333333333332,0.22506705734618088,"With a neutral Fed hold and weak analog support, the modest upside from the model is trimmed slightly.",0.0022156012477178486,0.25
2026-06-29,GBPUSD,NEUTRAL,1.26,0.0126,0.22895368827738108,"A Fed hold suggests limited FX movement, so the model's small upside is slightly reduced.",0.001838477631085023,0.25
2026-06-29,GOLD,BULLISH,5.16,0.0516,0.11819308866550501,"Gold often benefits from rate‑hold uncertainty, supporting a modest gain despite the model's zero confidence.",0.00820243866176395,0.16666666666666666
2026-06-29,OIL,BEARISH,-22.49,-0.22486666666666666,0.045700458989860866,Oil's recent price weakness and lack of strong analogs justify a moderated downside from the model's sharp forecast.,0.052938727684832855,0.16666666666666666
